predicted_react_70b
mixture
false
mostly false
false
false
mixture
mostly false
false
false
mostly false
error
false
mostly false
mostly false
false
false
false
false
mostly false
false
mostly false
true
false
false
mostly false
mostly false
mostly false
mostly false
mostly false
mostly false
mostly true
mixture
mostly true
mixture
mostly false
mostly false
mostly false
mixture
mostly false
mixture
mostly false
mostly true
mostly true
mostly false
mostly false
mostly false
mostly true
mostly false
mostly true
mostly false
true
mostly false
mostly true
mostly false
mostly false
mostly false
mixture
mostly false
false
mostly false
mostly false
mostly false
false
mostly false
false
mostly false
mixture
unknown
mostly false
false
false
false
mostly false
false
false
mostly false
mostly false
false
false
mostly false
mostly false
mostly false
false
false
mixture
mostly false
mostly true
mostly false
mixture
false
mostly false
mostly false
mostly true
mostly false
mostly true
true
mostly true
mostly true
true
mostly false
true
mostly false
mostly true
mostly true
mostly true
mostly false
mostly false
mostly true
mostly false
mostly true
mixture
mostly false
mostly false
mixture
false
mostly true
mostly false
mostly true
mostly false
mostly false
mostly true
mixture
mostly false
false
mostly true
mostly false
true
true
mostly true
mostly true
mostly true
mostly false
mostly true
mostly false
false
false
mostly false
mostly false
mostly false
mostly true
mostly false
false
mostly true
mostly false
true
true
mostly false
true
false
mostly true
